,city-cn,lat,lng
587,Banghazi-Libya,32.1167,20.0667
588,Misratah-Libya,32.38,15.1
589,Kenitra-Morocco,34.2704,-6.58
590,Goulimine-Morocco,28.98,-10.07
591,Fez-Morocco,34.0546,-5.0004
592,Casablanca-Morocco,33.6,-7.6164
593,Agadir-Morocco,30.44,-9.62
594,Beni Mellal-Morocco,32.3373,-6.3498
595,Tangier-Morocco,35.7473,-5.8327
596,Settat-Morocco,33.0104,-7.62
597,Oujda-Morocco,34.69,-1.91
598,Meknes-Morocco,33.9004,-5.56
599,Rabat-Morocco,34.0253,-6.8361
600,Marrakesh-Morocco,31.63,-8.0
601,El Jadida-Morocco,33.2604,-8.51
602,Er Rachidia-Morocco,31.9404,-4.45
603,Tan Tan-Morocco,28.4304,-11.1
604,Taza-Morocco,34.2204,-4.02
605,Larache-Morocco,35.2004,-6.16
606,Ksar El Kebir-Morocco,35.0204,-5.91
607,Safi-Morocco,32.32,-9.24
608,Tiznit-Morocco,29.7104,-9.74
609,Ouezzane-Morocco,34.8103,-5.57
610,Monaco-Monaco,43.7396,7.4069
611,Leova-Moldova,46.4823,28.253
612,Rezina-Moldova,47.7493,28.9658
613,Causeni-Moldova,46.6367,29.4111
614,Riscani-Moldova,47.9479,27.5638
615,Singerei-Moldova,47.6363,28.143
616,Falesti-Moldova,47.5767,27.7126
617,Floresti-Moldova,47.8914,28.2931
618,Soldanesti-Moldova,47.8161,28.7972
619,Stefan Voda-Moldova,46.5129,29.6619
620,Orhei-Moldova,47.3849,28.8245
621,Comrat-Moldova,46.2946,28.6565
622,Cimislia-Moldova,46.5268,28.7644
623,Cantemir-Moldova,46.2774,28.2027
624,Basarabeasca-Moldova,46.3317,28.9636
625,Edinet-Moldova,48.1721,27.3034
626,Ocnita-Moldova,48.3827,27.4381
627,Drochia-Moldova,48.0355,27.8129
628,Donduseni-Moldova,48.2394,27.6056
629,Briceni-Moldova,48.3629,27.0779
630,Ialoveni-Moldova,46.9435,28.7823
631,Balti-Moldova,47.7591,27.9053
632,Criuleni-Moldova,47.2131,29.1593
633,Bender-Moldova,46.8316,29.4777
634,Anenii Noi-Moldova,46.8784,29.2348
635,Cahul-Moldova,45.9079,28.1944
636,Chisinau-Moldova,47.005,28.8577
637,Straseni-Moldova,47.1422,28.6077
638,Tiraspol-Moldova,46.8531,29.64
639,Telenesti-Moldova,47.5011,28.3654
640,Taraclia-Moldova,45.9027,28.6682
641,Dubasari-Moldova,47.2631,29.1608
642,Cocieri-Moldova,47.3087,29.1101
643,Calarasi-Moldova,47.2556,28.3099
644,Glodeni-Moldova,47.7751,27.5189
645,Hincesti-Moldova,46.8305,28.5906
646,Nisporeni-Moldova,47.0816,28.1714
647,Soroca-Moldova,48.1566,28.2849
648,Ungheni-Moldova,47.2108,27.8005
649,Berane-Montenegro,42.8425,19.8733
650,Plav-Montenegro,42.5969,19.9456
651,Andrijevica-Montenegro,42.7339,19.7919
652,Petnjica-Montenegro,42.9089,19.9644
653,Gusinje-Montenegro,42.5619,19.8339
654,Kolasin-Montenegro,42.8242,19.5225
655,Podgorica-Montenegro,42.466,19.2663
656,Bijelo Polje-Montenegro,43.0292,19.7456
657,Bar-Montenegro,42.0931,19.1003
658,Budva-Montenegro,42.2864,18.84
659,Cetinje-Montenegro,42.3922,18.9225
660,Danilovgrad-Montenegro,42.5472,19.1053
661,Herceg-Novi-Montenegro,42.4531,18.5375
662,Kotor-Montenegro,42.4258,18.7719
663,Mojkovac-Montenegro,42.9639,19.5825
664,Niksic-Montenegro,42.775,18.9583
665,Pluzine-Montenegro,43.1528,18.8394
666,Pljevlja-Montenegro,43.3522,19.3542
667,Rozaje-Montenegro,42.8439,20.1683
668,Savnik-Montenegro,42.9564,19.0967
669,Tivat-Montenegro,42.4364,18.6961
670,Ulcinj-Montenegro,41.9283,19.2064
671,Zabljak-Montenegro,43.1547,19.1219
672,Marigot-Saint Martin,18.0706,-63.0847
673,Antananarivo-Madagascar,-18.9166,47.5166
674,Toamasina-Madagascar,-18.1818,49.405
675,Antalaha-Madagascar,-14.8833,50.2833
676,Maroantsetra-Madagascar,-15.4333,49.7333
677,Mandritsara-Madagascar,-15.8328,48.8166
678,Besalampy-Madagascar,-16.7495,44.4833
679,Marovoay-Madagascar,-16.0995,46.6333
680,Andoany-Madagascar,-13.4,48.2666
681,Mahajanga-Madagascar,-15.67,46.345
682,Ambanja-Madagascar,-13.6829,48.45
683,Antsiranana-Madagascar,-12.2765,49.3115
684,Miandrivazo-Madagascar,-19.5162,45.4666
685,Mananjary-Madagascar,-21.2167,48.3333
686,Morombe-Madagascar,-21.7391,43.3657
687,Toliara-Madagascar,-23.3568,43.69
688,Manja-Madagascar,-21.4329,44.3333
689,Fianarantsoa-Madagascar,-21.4333,47.0833
690,Androka-Madagascar,-25.0219,44.0749
691,Bekiy-Madagascar,-24.2162,45.3166
692,Antsirabe-Madagascar,-19.85,47.0333
693,Antsohihy-Madagascar,-14.8661,47.9834
694,Maintirano-Madagascar,-18.0666,44.0167
695,Ambatondrazaka-Madagascar,-17.8329,48.4167
696,Farafangana-Madagascar,-22.8166,47.8332
697,Ihosy-Madagascar,-22.3996,46.1167
698,Morondava-Madagascar,-20.2833,44.2833
699,Tolanaro-Madagascar,-25.0268,46.99
700,Sambava-Madagascar,-14.2662,50.1666
701,Majuro-Marshall Islands,7.103,171.38
702,Vevcani-Macedonia,41.2406,20.5933
703,Kocani-Macedonia,41.9164,22.4128
704,Staro Nagoricane-Macedonia,42.1981,21.8286
705,Radovis-Macedonia,41.6383,22.4647
706,Sopiste-Macedonia,41.9547,21.4275
707,Petrovec-Macedonia,41.9389,21.615
708,Bosilovo-Macedonia,41.4406,22.7278
709,Zrnovci-Macedonia,41.8542,22.4444
710,Gradsko-Macedonia,41.5775,21.9428
711,Lipkovo-Macedonia,42.1564,21.5853
712,Lozovo-Macedonia,41.7839,21.9056
713,Plasnica-Macedonia,41.4672,21.1231
714,Aracinovo-Macedonia,42.0264,21.5619
715,Studenicani-Macedonia,41.9158,21.5306
716,Resen-Macedonia,41.0893,21.0109
717,Bogovinje-Macedonia,41.9236,20.9136
718,Vinica-Macedonia,41.8828,22.5092
719,Belcista-Macedonia,41.3028,20.8303
720,Mogila-Macedonia,41.1083,21.3786
721,Veles-Macedonia,41.7156,21.7756
722,Kavadarci-Macedonia,41.4331,22.0119
723,Kumanovo-Macedonia,42.1322,21.7144
724,Ohrid-Macedonia,41.1172,20.8019
725,Strumica-Macedonia,41.4375,22.6433
726,Makedonski Brod-Macedonia,41.5136,21.2153
727,Rostusa-Macedonia,41.61,20.6
728,Struga-Macedonia,41.178,20.6778
729,Cucer-Sandevo-Macedonia,42.102,21.3846
730,Novo Selo-Macedonia,41.4149,22.8816
731,Zelenikovo-Macedonia,41.8841,21.5885
732,Star Dojran-Macedonia,41.1865,22.7203
733,Skopje-Macedonia,42.0,21.4335
734,Stip-Macedonia,41.7423,22.1979
735,Makedonska Kamenica-Macedonia,42.0208,22.5876
736,Ilinden-Macedonia,41.9945,21.58
737,Demir Hisar-Macedonia,41.221,21.203
738,Zelino-Macedonia,41.9825,21.0624
739,Prilep-Macedonia,41.3451,21.555
740,Bitola-Macedonia,41.0391,21.3395
741,Krivogastani-Macedonia,41.3369,21.3311
742,Krusevo-Macedonia,41.3694,21.2483
743,Vasilevo-Macedonia,41.4741,22.643
744,Gostivar-Macedonia,41.796,20.9082
745,Vrapciste-Macedonia,41.8344,20.8856
746,Novaci-Macedonia,41.042,21.4587
747,Caska-Macedonia,41.6487,21.6922
748,Kratovo-Macedonia,42.0784,22.1807
749,Probistip-Macedonia,42.0019,22.1728
750,Debar-Macedonia,41.5244,20.5242
751,Centar Zupa-Macedonia,41.4788,20.5586
752,Rosoman-Macedonia,41.5167,21.9458
753,Jegunovce-Macedonia,42.0724,21.1237
754,Demir Kapija-Macedonia,41.4061,22.2463
755,Negotino-Macedonia,41.4846,22.0906
756,Konce-Macedonia,41.4951,22.3836
757,Dolneni-Macedonia,41.4258,21.454
758,Sveti Nikole-Macedonia,41.8667,21.9411
759,Valandovo-Macedonia,41.3174,22.56
760,Kicevo-Macedonia,41.5127,20.9589
761,Delcevo-Macedonia,41.9654,22.7763
762,Tetovo-Macedonia,42.0092,20.9701
763,Cesinovo-Macedonia,41.8715,22.2896
764,Karbinci-Macedonia,41.8176,22.2353
765,Tearce-Macedonia,42.0767,21.0531
766,Kriva Palanka-Macedonia,42.2009,22.3324
767,Rankovce-Macedonia,42.1686,22.1166
768,Pehcevo-Macedonia,41.7623,22.8892
769,Gevgelija-Macedonia,41.1417,22.5014
770,Bogdanci-Macedonia,41.2031,22.5756
771,Berovo-Macedonia,41.7031,22.8578
772,Brvenica-Macedonia,41.9672,20.9808
773,Aguelhok-Mali,19.4549,0.8564
774,Bamako-Mali,12.65,-8.0
775,Kidal-Mali,18.4411,1.4078
776,Bourem-Mali,16.9004,-0.35
777,Mopti-Mali,14.49,-4.18
778,Gao-Mali,16.2666,-0.05
779,Satadougou-Mali,12.617,-11.4066
780,Koulikoro-Mali,12.8833,-7.55
781,Sikasso-Mali,11.3204,-5.68
782,Araouane-Mali,18.9,-3.53
783,Segou-Mali,13.44,-6.26
784,Timbuktu-Mali,16.7666,-3.0166
785,Markala-Mali,13.6704,-6.07
786,Taoudenni-Mali,22.6666,-3.9834
787,Kayes-Mali,14.45,-11.44
788,Sokolo-Mali,14.7337,-6.1333
789,Kita-Mali,13.0504,-9.4833
790,Nara-Mali,15.18,-7.28
791,Kati-Mali,12.7504,-8.08
792,Kangaba-Mali,11.9404,-8.44
793,San-Mali,13.3004,-4.9
794,Bougouni-Mali,11.4204,-7.49
795,Koutiala-Mali,12.3904,-5.47
796,Djenne-Mali,13.9,-4.55
797,Yelimane-Mali,15.1337,-10.5666
798,Bafoulabe-Mali,13.8004,-10.82
799,Nioro du Sahel-Mali,15.2304,-9.59
800,Goundam-Mali,16.417,-3.6666
801,Menaka-Mali,15.9167,2.4
802,Tessalit-Mali,20.2014,1.0888
803,Banamba-Mali,13.5504,-7.45
804,Rangoon-Burma,16.7834,96.1667
805,Allanmyo-Burma,19.3783,95.2279
806,Mudon-Burma,16.2618,97.7215
807,Mawlamyine-Burma,16.5004,97.67
808,Phyarpon-Burma,16.2933,95.6829
809,Labutta-Burma,16.1619,94.7014
810,Dawei-Burma,14.098,98.195
811,Myeik-Burma,12.4541,98.6115
812,Ye-Burma,15.2533,97.8679
813,Namtu-Burma,23.0837,97.4
814,Hinthada-Burma,17.6483,95.4679
815,Thongwa-Burma,16.7547,96.5193
816,Bago-Burma,17.32,96.515
817,Pathein-Burma,16.7704,94.75
818,Yandoon-Burma,17.0433,95.6429
819,Wakema-Burma,16.6133,95.1829
820,Pyay-Burma,18.8165,95.2114
821,Chauk-Burma,20.9085,94.823
822,Myitkyina-Burma,25.3596,97.3928
823,Monywa-Burma,22.105,95.15
824,Naypyidaw-Burma,19.7666,96.1186
825,Loikaw-Burma,19.665,97.206
826,Yaynangyoung-Burma,20.4615,94.881
827,Kyaukphyu-Burma,19.429,93.5494
828,Magway-Burma,20.1445,94.9196
829,Shwebo-Burma,22.5783,95.6929
830,Sagaing-Burma,21.88,95.962
831,Myingyan-Burma,21.4618,95.3914
832,Pakokku-Burma,21.332,95.0866
833,Mandalay-Burma,21.97,96.085
834,Taunggyi-Burma,20.782,97.038
835,Pyu-Burma,18.4779,96.4379
836,Taungoo-Burma,18.9483,96.4179
837,Letpadan-Burma,17.7819,95.7415
838,Sittwe-Burma,20.14,92.88
839,Pa-an-Burma,16.85,97.6167
840,Hakha-Burma,22.65,93.6167
841,Olgiy-Mongolia,48.9337,89.95
842,Mandalgovi-Mongolia,45.75,106.266
843,Ulaanbaatar-Mongolia,47.9167,106.9166
844,Moron-Mongolia,49.6453,100.1544
845,Darhan-Mongolia,49.6167,106.35
846,Erdenet-Mongolia,49.0533,104.1183
847,Uliastay-Mongolia,47.75,96.8167
848,Choyr-Mongolia,46.3611,108.3611
849,Altay-Mongolia,46.3722,96.2583
850,Buyant-Uhaa-Mongolia,44.8666,110.15
851,Choybalsan-Mongolia,48.0666,114.506
852,Ulaangom-Mongolia,49.9833,92.0666
853,Bulgan-Mongolia,48.8106,103.5317
854,Arvayheer-Mongolia,46.25,102.7666
855,Tsetserleg-Mongolia,47.4769,101.4502
856,Bayankhongor-Mongolia,46.3,100.9833
857,Darhan-Mongolia,49.4867,105.9228
858,Dzuunharaa-Mongolia,48.8666,106.4666
859,Dzuunmod-Mongolia,47.711,106.947
860,Ondorhaan-Mongolia,47.3167,110.65
861,Dalandzadgad-Mongolia,43.5708,104.425
862,Ulaan-Uul-Mongolia,44.3337,111.2333
863,Hodrogo-Mongolia,48.9664,96.7833
864,Baruun Urt-Mongolia,46.7,113.2833
865,Suchboatar-Mongolia,50.25,106.2
866,Dund-Us-Mongolia,48.0166,91.6333
867,Dalandzadgad-Mongolia,43.5836,104.4403
868,Macau-Macau,22.203,113.545
869,Fort-de-France-Martinique,14.6104,-61.08
870,Bogue-Mauritania,16.5904,-14.27
871,Chegga-Mauritania,25.3804,-5.78
872,Boutilimit-Mauritania,17.5504,-14.7
873,Timbedra-Mauritania,16.2504,-8.1666
874,Bir Mogrein-Mauritania,25.2333,-11.5833
875,Fderik-Mauritania,22.679,-12.707
876,Selibaby-Mauritania,15.167,-12.1833
877,Aleg-Mauritania,17.058,-13.909
878,Akjoujt-Mauritania,19.747,-14.391
879,Kiffa-Mauritania,16.62,-11.4
880,Nema-Mauritania,16.6171,-7.25
881,Nouadhibou-Mauritania,20.9,-17.056
882,Rosso-Mauritania,16.524,-15.8127
883,Tidjikdja-Mauritania,18.55,-11.4166
884,Atar-Mauritania,20.5166,-13.05
885,Kaedi-Mauritania,16.1503,-13.5037
886,Zouirat-Mauritania,22.7304,-12.4833
887,Arafat-Mauritania,18.0583,-15.9621
888,Dar Naim-Mauritania,18.0973,-15.9327
889,Tevragh Zeina-Mauritania,18.0989,-15.9885
890,Nouakchott-Mauritania,18.0864,-15.9753
891,Ayoun el Atrous-Mauritania,16.6666,-9.6167
892,Plymouth-Montserrat,16.7,-62.2167
893,Birzebbuga-Malta,35.8258,14.5269
894,Marsaskala-Malta,35.8669,14.5619
895,Marsaxlokk-Malta,35.8419,14.5431
896,Kirkop-Malta,35.8422,14.4853
897,Pieta-Malta,35.8947,14.495
898,Zejtun-Malta,35.8558,14.5331
899,Attard-Malta,35.8897,14.4425
900,Pembroke-Malta,35.9306,14.4764
901,Zebbug-Malta,35.8719,14.4411
902,Ta' Xbiex-Malta,35.8992,14.4944
903,Sliema-Malta,35.9125,14.5019
904,San Lawrenz-Malta,36.0556,14.2036
905,Imqabba-Malta,35.8461,14.4672
906,Imdina-Malta,35.8869,14.4025
907,Qala-Malta,36.0361,14.3094
908,Imtarfa-Malta,35.8933,14.3989
909,Zurrieq-Malta,35.8311,14.4742
910,Gudja-Malta,35.8492,14.5031
911,Sannat-Malta,36.0244,14.2428
912,Valletta-Malta,35.8997,14.5147
913,Zabbar-Malta,35.8761,14.535
914,Luqa-Malta,35.8589,14.4886
915,Qormi-Malta,35.8783,14.4719
916,Imgarr-Malta,35.9206,14.3664
917,Saint Paul's Bay-Malta,35.9483,14.4006
918,Qrendi-Malta,35.8347,14.4583
919,Munxar-Malta,36.03,14.2333
920,Hamrun-Malta,35.8847,14.4844
921,Naxxar-Malta,35.9136,14.4436
922,Ghaxaq-Malta,35.8489,14.5167
923,Ghasri-Malta,36.0578,14.2264
924,Victoria-Malta,36.0444,14.2397
925,Iklin-Malta,35.9092,14.4522
926,Gharghur-Malta,35.9242,14.4519
927,Dingli-Malta,35.8614,14.3822
928,Siggiewi-Malta,35.8556,14.4364
929,Xewkija-Malta,36.0328,14.2581
930,Lija-Malta,35.9006,14.4464
931,Safi-Malta,35.8331,14.4847
932,Senglea-Malta,35.8875,14.5169
933,Xaghra-Malta,36.05,14.2644
934,Xghajra-Malta,35.8856,14.5475
935,Zebbug-Malta,36.0722,14.2358
936,Gzira-Malta,35.9058,14.4881
937,Imsida-Malta,35.8925,14.4828
938,Kalkara-Malta,35.8892,14.5328
939,Kercem-Malta,36.0419,14.2267
940,Mellieha-Malta,35.9564,14.3622
941,Mosta-Malta,35.9092,14.4256
942,Nadur-Malta,36.0378,14.2942
943,Paola-Malta,35.8731,14.4989
944,Rabat-Malta,35.8822,14.3981
945,Marsa-Malta,35.8792,14.4953
946,San Giljan-Malta,35.9197,14.4844
947,San Gwann-Malta,35.9056,14.4761
948,Santa Lucija-Malta,36.0431,14.2172
949,Santa Venera-Malta,35.8908,14.4742
950,Swieqi-Malta,35.9225,14.48
951,Tarxien-Malta,35.8658,14.515
952,Balzan-Malta,35.9003,14.455
953,Vittoriosa-Malta,35.8922,14.5183
954,Birkirkara-Malta,35.8972,14.4611
955,Cospicua-Malta,35.8856,14.5275
956,Fgura-Malta,35.8703,14.5133
957,Floriana-Malta,35.8958,14.5083
958,Fontana-Malta,36.0375,14.2361
959,Ghajnsielem-Malta,36.0264,14.285
960,Gharb-Malta,36.06,14.2089
961,Port Louis-Mauritius,-20.1666,57.5
962,Curepipe-Mauritius,-20.3162,57.5166
963,Male-Maldives,4.1667,73.4999
964,Eydhafushi-Maldives,5.1038,73.0699
965,Felidhoo-Maldives,3.4718,73.547
966,Funadhoo-Maldives,6.1509,73.2901
967,Hithadhoo-Maldives,-0.6,73.0833
968,Kudahuvadhoo-Maldives,2.6717,72.8936
969,Kulhudhuffushi-Maldives,6.6223,73.0702
970,Mahibadhoo-Maldives,3.7571,72.9689
971,Manadhoo-Maldives,5.7669,73.4136
972,Muli-Maldives,2.9217,73.5811
973,Naifaru-Maldives,5.4442,73.3662
974,Thinadhoo-Maldives,0.5303,72.9967
975,Un'goofaaru-Maldives,5.6681,73.0302
976,Veymandoo-Maldives,2.1878,73.095
977,Fonadhoo-Maldives,1.8342,73.5031
978,Rasdhoo-Maldives,4.2631,72.9919
979,Thulusdhoo-Maldives,4.3742,73.6517
980,Dhihdhoo-Maldives,6.8874,73.114
981,Foammulah-Maldives,-0.3,73.4256
982,Viligili-Maldives,0.7539,73.4353
983,Nilandhoo-Maldives,3.0567,72.89
984,Thyolo-Malawi,-16.0703,35.1471
985,Mwanza-Malawi,-15.6167,34.5167
986,Chiradzulu-Malawi,-15.7,35.1833
987,Karonga-Malawi,-9.9329,33.9333
988,Neno-Malawi,-15.3981,34.6534
989,Zomba-Malawi,-15.39,35.31
990,Chikwawa-Malawi,-16.042,34.8019
991,Mulanje-Malawi,-16.0333,35.5
992,Blantyre-Malawi,-15.79,34.9899
993,Chiromo-Malawi,-16.55,35.1332
994,Phalombe-Malawi,-15.8064,35.6507
995,Nsanje-Malawi,-16.9167,35.2667
996,Nkhata Bay-Malawi,-11.5996,34.3
997,Rumphi-Malawi,-11.0195,33.8546
998,Chitipa-Malawi,-9.7162,33.2666
999,Mzuzu-Malawi,-11.46,34.02
1000,Mzimba-Malawi,-11.9,33.6
1001,Ntchisi-Malawi,-13.3753,34.0036
1002,Dowa-Malawi,-13.6532,33.9385
1003,Mchinji-Malawi,-13.8,32.9
1004,Nkhotakota-Malawi,-12.9163,34.3
1005,Kasungu-Malawi,-13.0364,33.4822
1006,Ntcheu-Malawi,-14.8167,34.6333
1007,Dedza-Malawi,-14.3667,34.3333
1008,Salima-Malawi,-13.7829,34.4333
1009,Lilongwe-Malawi,-13.9833,33.7833
1010,Mangochi-Malawi,-14.4596,35.27
1011,Balaka-Malawi,-14.9889,34.9591
1012,Machinga-Malawi,-14.9667,35.5167
1013,Nacozari de Garcia-Mexico,30.42,-109.65
1014,Nueva Rosita-Mexico,27.95,-101.22
1015,San Felipe-Mexico,31.0241,-114.8496
1016,Zacatecas-Mexico,22.7704,-102.58
1017,Irapuato-Mexico,20.67,-101.5
1018,Vicente Guerrero-Mexico,30.7641,-116.0093
1019,San Quintin-Mexico,30.4837,-115.95
1020,Chetumal-Mexico,18.5,-88.3
1021,Esperanza-Mexico,27.58,-109.93
1022,Izamal-Mexico,20.9304,-89.0201
1023,Ticul-Mexico,20.4004,-89.53
1024,Villahermosa-Mexico,18.0,-92.9
1025,Mazatlan-Mexico,23.2211,-106.42
1026,Ciudad Victoria-Mexico,23.72,-99.13
1027,Mexicali-Mexico,32.65,-115.48
1028,Aguascalientes-Mexico,21.8795,-102.2904
1029,Chihuahua-Mexico,28.645,-106.085
1030,Guanajuato-Mexico,21.0204,-101.28
1031,Chilpancingo-Mexico,17.55,-99.5
1032,Pachuca-Mexico,20.1704,-98.73
1033,Guadalajara-Mexico,20.67,-103.33
1034,Cuernavaca-Mexico,18.9211,-99.24
1035,Monterrey-Mexico,25.67,-100.33
1036,Lazaro Cardenas-Mexico,17.9587,-102.2
1037,Miahuatlan-Mexico,16.33,-96.6
1038,Mitla-Mexico,16.917,-96.4
1039,Valladolid-Mexico,20.6704,-88.2
1040,Ciudad Constitucion-Mexico,25.04,-111.66
1041,Villa Union-Mexico,23.2,-106.23
1042,Eldorado-Mexico,24.3305,-107.37
1043,Tekax-Mexico,20.2,-89.28
1044,Montemorelos-Mexico,25.19,-99.84
1045,Xalapa-Mexico,19.53,-96.92
1046,Teziutlan-Mexico,19.8204,-97.36
1047,Motul-Mexico,21.1,-89.28
1048,Merida-Mexico,20.9666,-89.6166
1049,Guerrero Negro-Mexico,27.9904,-114.17
1050,Saltillo-Mexico,25.42,-101.005
1051,Punta Prieta-Mexico,28.9337,-114.1666
1052,Salina Cruz-Mexico,16.1671,-95.2
1053,Durango-Mexico,24.0311,-104.67
1054,Acatlan-Mexico,18.2,-98.05
1055,Tepic-Mexico,21.5054,-104.88
1056,Tecuala-Mexico,22.4004,-105.46
1057,Ayutla-Mexico,16.9004,-99.22
1058,Huajuapan de Leon-Mexico,17.8104,-97.79
1059,Pochutla-Mexico,15.7304,-96.47
1060,Colima-Mexico,19.23,-103.72
1061,Autlan-Mexico,19.77,-104.37
1062,Coalcoman-Mexico,18.7804,-103.15
1063,Apatzingan-Mexico,19.08,-102.35
1064,Halacho-Mexico,20.48,-90.08
1065,Peto-Mexico,20.13,-88.92
1066,Papasquiaro-Mexico,24.8304,-105.34
1067,Puerto Escondido-Mexico,15.8592,-97.0659
1068,Hermosillo-Mexico,29.0989,-110.9541
1069,Juchitan-Mexico,16.43,-95.02
1070,San Luis Potosi-Mexico,22.17,-101.0
1071,Culiacan-Mexico,24.83,-107.38
1072,Uruapan-Mexico,19.4204,-102.07
1073,Tehuantepec-Mexico,16.33,-95.23
1074,Salamanca-Mexico,20.5704,-101.2
1075,Mexico City-Mexico,19.4424,-99.131
1076,Zamora-Mexico,19.9804,-102.28
1077,Tlaxiaco-Mexico,17.2704,-97.68
1078,Petatlan-Mexico,17.5204,-101.27
1079,La Cruz-Mexico,23.9204,-106.9
1080,Allende-Mexico,28.33,-100.85
1081,Agua Prieta-Mexico,31.3223,-109.563
1082,Piedras Negras-Mexico,28.7076,-100.5317
1083,Reynosa-Mexico,26.08,-98.3
1084,Ojinaga-Mexico,29.5404,-104.41
1085,La Paz-Mexico,24.14,-110.32
1086,Tapachula-Mexico,14.9,-92.27
1087,Escuintla-Mexico,15.33,-92.63
1088,Atlixco-Mexico,18.9,-98.45
1089,Orizaba-Mexico,18.85,-97.13
1090,Taxco-Mexico,18.5704,-99.62
1091,Iguala-Mexico,18.37,-99.54
1092,Cabo San Lucas-Mexico,22.8928,-109.9045
1093,Villanueva-Mexico,22.35,-102.88
1094,Tecpan-Mexico,17.25,-100.68
1095,Atoyac-Mexico,17.2,-100.43
1096,Jaltipan-Mexico,17.94,-94.74
1097,La Barca-Mexico,20.2804,-102.56
1098,Queretaro-Mexico,20.63,-100.38
1099,Leon-Mexico,21.15,-101.7
1100,Pijijiapan-Mexico,15.6904,-93.22
1101,Campeche-Mexico,19.83,-90.5
1102,Toluca-Mexico,19.3304,-99.67
1103,Tlaxcala-Mexico,19.32,-98.23
1104,Oaxaca-Mexico,17.0827,-96.6699
1105,Puebla-Mexico,19.05,-98.2
1106,Tuxtla Gutierrez-Mexico,16.75,-93.15
1107,Lagos de Moreno-Mexico,21.3704,-101.93
1108,Progreso-Mexico,21.2833,-89.6666
1109,Tuxpam-Mexico,20.9604,-97.41
1110,Balancan-Mexico,17.8,-91.53
1111,Tizimin-Mexico,21.1304,-88.15
1112,Los Mochis-Mexico,25.79,-109.0
1113,Altata-Mexico,24.636,-107.9162
1114,Navajoa-Mexico,27.0819,-109.4546
1115,Santa Barbara-Mexico,26.8004,-105.82
1116,Ciudad Hidalgo-Mexico,19.68,-100.57
1117,Parras-Mexico,25.4204,-102.1799
1118,Hidalgo del Parral-Mexico,26.9334,-105.6666
1119,Delicias-Mexico,28.2,-105.5
1120,Ensenada-Mexico,31.87,-116.62
1121,Linares-Mexico,24.8604,-99.57
1122,San Juan del Rio-Mexico,20.38,-100.0
1123,Minatitlan-Mexico,17.9805,-94.53
1124,Villa Ahumada-Mexico,30.6104,-106.51
1125,Tehuacan-Mexico,18.4504,-97.38
1126,Ciudad del Carmen-Mexico,18.6537,-91.8245
1127,Morelia-Mexico,19.7334,-101.1895
1128,Escuinapa-Mexico,22.8504,-105.8
1129,Nezahualcoyotl-Mexico,19.41,-99.03
1130,Gomez Palacio-Mexico,25.5701,-103.5
1131,Paraiso-Mexico,18.4,-93.23
1132,Frontera-Mexico,18.5804,-92.65
1133,Tenosique-Mexico,17.4804,-91.43
1134,Tecoman-Mexico,18.9204,-103.88
1135,Aldama-Mexico,22.9204,-98.07
1136,Loreto-Mexico,26.0133,-111.3517
1137,Santa Rosalia-Mexico,27.3171,-112.2834
1138,El Fuerte-Mexico,26.4204,-108.62
1139,Guasave-Mexico,25.5705,-108.47
1140,Manzanillo-Mexico,19.0496,-104.3231
1141,Celaya-Mexico,20.53,-100.8
1142,San Pedro de las Colonias-Mexico,25.7592,-102.9827
1143,Monclova-Mexico,26.9,-101.42
1144,Torreon-Mexico,25.5701,-103.42
1145,Nogales-Mexico,31.305,-110.945
1146,Rio Verde-Mexico,21.93,-99.98
1147,Tamuin-Mexico,21.9804,-98.75
1148,Tamazunchale-Mexico,21.2704,-98.78
1149,Ciudad Valles-Mexico,21.98,-99.02
1150,Cardenas-Mexico,22.0,-99.67
1151,Guamuchil-Mexico,25.4704,-108.09
1152,Tijuana-Mexico,32.5,-117.08
1153,Cozumel-Mexico,20.51,-86.95
1154,Isla Mujeres-Mexico,21.2084,-86.7115
1155,Cancun-Mexico,21.17,-86.83
1156,Felipe Carrillo Puerto-Mexico,19.5804,-88.05
1157,Champoton-Mexico,19.3504,-90.72
1158,Cuencame-Mexico,24.8704,-103.7
1159,Canatlan-Mexico,24.52,-104.78
1160,Compostela-Mexico,21.2304,-104.9
1161,Santiago Ixcuintla-Mexico,21.82,-105.22
1162,Tuxpan-Mexico,21.9304,-105.27
1163,Matehuala-Mexico,23.6604,-100.65
1164,Fresnillo-Mexico,23.1704,-102.86
1165,Valparaiso-Mexico,22.7704,-103.57
1166,Sabinas Hidalgo-Mexico,26.51,-100.18
1167,Ascension-Mexico,31.1,-107.98
1168,Ciudad Juarez-Mexico,31.6904,-106.49
1169,Juan Aldama-Mexico,24.2904,-103.39
1170,Caborca-Mexico,30.7161,-112.1642
1171,Magdalena-Mexico,30.6166,-111.05
1172,Mazatlan-Mexico,29.0171,-110.1333
1173,Puerto Vallarta-Mexico,20.6771,-105.245
1174,Zumpango-Mexico,19.8104,-99.11
1175,Nuevo Laredo-Mexico,27.5,-99.55
1176,Matamoros-Mexico,25.88,-97.5
1177,San Fernando-Mexico,24.8504,-98.16
1178,Ciudad Madero-Mexico,22.3189,-97.8361
1179,Tampico-Mexico,22.3,-97.87
